"","year.x","state","county","colony_count","compound","epest_low_kg","epest_high_kg"
"6681",2012,"OKLAHOMA","SEMINOLE","14","CHLORPYRIFOS",154,162
"6682",2012,"OKLAHOMA","SEMINOLE","14","CLOTHIANIDIN",3,3
"6683",2012,"OKLAHOMA","SEMINOLE","14","IMIDACLOPRID",1,29
"6684",2012,"OKLAHOMA","ADAIR","15,437","CHLORPYRIFOS",36,42
"6685",2012,"OKLAHOMA","ADAIR","15,437","IMIDACLOPRID",NA,0
"6686",2012,"OKLAHOMA","CHEROKEE","83","CHLOROTHALONIL",NA,1
"6687",2012,"OKLAHOMA","CHEROKEE","83","CHLORPYRIFOS",26,26
"6688",2012,"OKLAHOMA","CHEROKEE","83","IMIDACLOPRID",NA,0
"6689",2012,"OKLAHOMA","HASKELL","49","CHLORPYRIFOS",52,55
"6690",2012,"OKLAHOMA","HASKELL","49","IMIDACLOPRID",NA,0
"6691",2012,"OKLAHOMA","HUGHES","NA","CHLOROTHALONIL",10,16
"6692",2012,"OKLAHOMA","HUGHES","NA","CHLORPYRIFOS",94,131
"6693",2012,"OKLAHOMA","HUGHES","NA","CLOTHIANIDIN",NA,1
"6694",2012,"OKLAHOMA","HUGHES","NA","IMIDACLOPRID",NA,22
"6695",2012,"OKLAHOMA","MCINTOSH","14","CHLOROTHALONIL",NA,1
"6696",2012,"OKLAHOMA","MCINTOSH","14","CHLORPYRIFOS",389,394
"6697",2012,"OKLAHOMA","MCINTOSH","14","CLOTHIANIDIN",0,1
"6698",2012,"OKLAHOMA","MCINTOSH","14","IMIDACLOPRID",NA,16
"6699",2012,"OKLAHOMA","MUSKOGEE","82","CHLOROTHALONIL",NA,7
"6700",2012,"OKLAHOMA","MUSKOGEE","82","CHLORPYRIFOS",422,798
"6701",2012,"OKLAHOMA","MUSKOGEE","82","CLOTHIANIDIN",2,24
"6702",2012,"OKLAHOMA","MUSKOGEE","82","IMIDACLOPRID",1,146
"6703",2012,"OKLAHOMA","OKMULGEE","63","CHLOROTHALONIL",0,21
"6704",2012,"OKLAHOMA","OKMULGEE","63","CHLORPYRIFOS",106,194
"6705",2012,"OKLAHOMA","OKMULGEE","63","CLOTHIANIDIN",0,6
"6706",2012,"OKLAHOMA","OKMULGEE","63","IMIDACLOPRID",0,18
"6707",2012,"OKLAHOMA","PITTSBURG","79","CHLOROTHALONIL",NA,4
"6708",2012,"OKLAHOMA","PITTSBURG","79","CHLORPYRIFOS",187,200
"6709",2012,"OKLAHOMA","PITTSBURG","79","CLOTHIANIDIN",0,6
"6710",2012,"OKLAHOMA","PITTSBURG","79","IMIDACLOPRID",0,16
"6711",2012,"OKLAHOMA","SEQUOYAH","15","CHLORPYRIFOS",95,267
"6712",2012,"OKLAHOMA","SEQUOYAH","15","CLOTHIANIDIN",NA,16
"6713",2012,"OKLAHOMA","SEQUOYAH","15","IMIDACLOPRID",NA,112
"6714",2012,"OKLAHOMA","GARFIELD","25","CHLOROTHALONIL",193,193
"6715",2012,"OKLAHOMA","GARFIELD","25","CHLORPYRIFOS",2868,3455
"6716",2012,"OKLAHOMA","GARFIELD","25","CLOTHIANIDIN",45,76
"6717",2012,"OKLAHOMA","GARFIELD","25","IMIDACLOPRID",1595,1676
"6718",2012,"OKLAHOMA","GRANT","8","CHLORPYRIFOS",2670,3133
"6719",2012,"OKLAHOMA","GRANT","8","CLOTHIANIDIN",29,57
"6720",2012,"OKLAHOMA","GRANT","8","IMIDACLOPRID",1458,1540
"6721",2012,"OKLAHOMA","KAY","49","CHLOROTHALONIL",163,163
"6722",2012,"OKLAHOMA","KAY","49","CHLORPYRIFOS",1776,2112
"6723",2012,"OKLAHOMA","KAY","49","CLOTHIANIDIN",52,88
"6724",2012,"OKLAHOMA","KAY","49","IMIDACLOPRID",1009,1180
"6725",2012,"OKLAHOMA","MAJOR","9","CHLOROTHALONIL",110,110
"6726",2012,"OKLAHOMA","MAJOR","9","CHLORPYRIFOS",1254,1822
"6727",2012,"OKLAHOMA","MAJOR","9","CLOTHIANIDIN",7,12
"6728",2012,"OKLAHOMA","MAJOR","9","IMIDACLOPRID",598,614
"6729",2012,"OKLAHOMA","NOBLE","NA","CHLORPYRIFOS",1282,1344
"6730",2012,"OKLAHOMA","NOBLE","NA","CLOTHIANIDIN",17,24
"6731",2012,"OKLAHOMA","NOBLE","NA","IMIDACLOPRID",558,594
"6732",2012,"OKLAHOMA","WOODS","NA","CHLORPYRIFOS",1685,1745
"6733",2012,"OKLAHOMA","WOODS","NA","CLOTHIANIDIN",NA,1
"6734",2012,"OKLAHOMA","WOODS","NA","IMIDACLOPRID",788,789
"6735",2012,"OKLAHOMA","WOODWARD","26","CHLOROTHALONIL",78,78
"6736",2012,"OKLAHOMA","WOODWARD","26","CHLORPYRIFOS",587,604
"6737",2012,"OKLAHOMA","WOODWARD","26","CLOTHIANIDIN",1,2
"6738",2012,"OKLAHOMA","WOODWARD","26","IMIDACLOPRID",331,333
"6739",2012,"OKLAHOMA","CRAIG","602","CHLORPYRIFOS",215,309
"6740",2012,"OKLAHOMA","CRAIG","602","CLOTHIANIDIN",28,41
"6741",2012,"OKLAHOMA","CRAIG","602","IMIDACLOPRID",579,583
"6742",2012,"OKLAHOMA","DELAWARE","44","CHLORPYRIFOS",50,62
"6743",2012,"OKLAHOMA","DELAWARE","44","CLOTHIANIDIN",5,6
"6744",2012,"OKLAHOMA","DELAWARE","44","IMIDACLOPRID",58,59
"6745",2012,"OKLAHOMA","MAYES","185","CHLORPYRIFOS",167,225
"6746",2012,"OKLAHOMA","MAYES","185","CLOTHIANIDIN",9,15
"6747",2012,"OKLAHOMA","MAYES","185","IMIDACLOPRID",306,308
"6748",2012,"OKLAHOMA","NOWATA","12","CHLOROTHALONIL",4,4
"6749",2012,"OKLAHOMA","NOWATA","12","CHLORPYRIFOS",116,168
"6750",2012,"OKLAHOMA","NOWATA","12","CLOTHIANIDIN",8,12
"6751",2012,"OKLAHOMA","NOWATA","12","IMIDACLOPRID",214,216
"6752",2012,"OKLAHOMA","OSAGE","48","CHLOROTHALONIL",1,1
"6753",2012,"OKLAHOMA","OSAGE","48","CHLORPYRIFOS",351,434
"6754",2012,"OKLAHOMA","OSAGE","48","CLOTHIANIDIN",6,13
"6755",2012,"OKLAHOMA","OSAGE","48","IMIDACLOPRID",314,316
"6756",2012,"OKLAHOMA","OTTAWA","NA","CHLORPYRIFOS",83,202
"6757",2012,"OKLAHOMA","OTTAWA","NA","CLOTHIANIDIN",31,44
"6758",2012,"OKLAHOMA","OTTAWA","NA","IMIDACLOPRID",766,769
"6759",2012,"OKLAHOMA","PAWNEE","15","CHLORPYRIFOS",222,273
"6760",2012,"OKLAHOMA","PAWNEE","15","CLOTHIANIDIN",0,4
"6761",2012,"OKLAHOMA","PAWNEE","15","IMIDACLOPRID",170,170
"6762",2012,"OKLAHOMA","ROGERS","152","CHLOROTHALONIL",4,4
"6763",2012,"OKLAHOMA","ROGERS","152","CHLORPYRIFOS",424,466
"6764",2012,"OKLAHOMA","ROGERS","152","CLOTHIANIDIN",5,9
"6765",2012,"OKLAHOMA","ROGERS","152","IMIDACLOPRID",154,155
"6766",2012,"OKLAHOMA","TULSA","72","CHLOROTHALONIL",4,4
"6767",2012,"OKLAHOMA","TULSA","72","CHLORPYRIFOS",474,492
"6768",2012,"OKLAHOMA","TULSA","72","CLOTHIANIDIN",5,7
"6769",2012,"OKLAHOMA","TULSA","72","IMIDACLOPRID",130,130
"6770",2012,"OKLAHOMA","WAGONER","34","CHLOROTHALONIL",32,32
"6771",2012,"OKLAHOMA","WAGONER","34","CHLORPYRIFOS",206,285
"6772",2012,"OKLAHOMA","WAGONER","34","CLOTHIANIDIN",15,30
"6773",2012,"OKLAHOMA","WAGONER","34","IMIDACLOPRID",859,861
"6774",2012,"OKLAHOMA","WASHINGTON","23","CHLORPYRIFOS",500,555
"6775",2012,"OKLAHOMA","WASHINGTON","23","CLOTHIANIDIN",0,7
"6776",2012,"OKLAHOMA","WASHINGTON","23","IMIDACLOPRID",405,406
"6777",2012,"OKLAHOMA","BEAVER","NA","CHLOROTHALONIL",177,177
"6778",2012,"OKLAHOMA","BEAVER","NA","CHLORPYRIFOS",2308,2411
"6779",2012,"OKLAHOMA","BEAVER","NA","CLOTHIANIDIN",159,173
"6780",2012,"OKLAHOMA","BEAVER","NA","IMIDACLOPRID",904,905
"6781",2012,"OKLAHOMA","HARPER","NA","CHLORPYRIFOS",1238,1387
"6782",2012,"OKLAHOMA","HARPER","NA","CLOTHIANIDIN",18,19
"6783",2012,"OKLAHOMA","HARPER","NA","IMIDACLOPRID",632,633
"6784",2012,"OKLAHOMA","ATOKA","46","CHLOROTHALONIL",28,101
"6785",2012,"OKLAHOMA","ATOKA","46","CHLORPYRIFOS",144,176
"6786",2012,"OKLAHOMA","ATOKA","46","CLOTHIANIDIN",NA,0
"6787",2012,"OKLAHOMA","ATOKA","46","IMIDACLOPRID",54,58
"6788",2012,"OKLAHOMA","BRYAN","25","CHLOROTHALONIL",39,49
"6789",2012,"OKLAHOMA","BRYAN","25","CHLORPYRIFOS",929,1006
"6790",2012,"OKLAHOMA","BRYAN","25","CLOTHIANIDIN",NA,53
"6791",2012,"OKLAHOMA","BRYAN","25","IMIDACLOPRID",94,114
"6792",2012,"OKLAHOMA","CARTER","8","CHLOROTHALONIL",4,4
"6793",2012,"OKLAHOMA","CARTER","8","CHLORPYRIFOS",787,787
"6794",2012,"OKLAHOMA","CARTER","8","IMIDACLOPRID",158,161
"6795",2012,"OKLAHOMA","COAL","NA","CHLOROTHALONIL",13,24
"6796",2012,"OKLAHOMA","COAL","NA","CHLORPYRIFOS",41,47
"6797",2012,"OKLAHOMA","COAL","NA","CLOTHIANIDIN",NA,2
"6798",2012,"OKLAHOMA","COAL","NA","IMIDACLOPRID",1,4
"6799",2012,"OKLAHOMA","GARVIN","133","CHLOROTHALONIL",48,65
"6800",2012,"OKLAHOMA","GARVIN","133","CHLORPYRIFOS",6178,6208
"6801",2012,"OKLAHOMA","GARVIN","133","CLOTHIANIDIN",NA,89
"6802",2012,"OKLAHOMA","GARVIN","133","IMIDACLOPRID",128,153
"6803",2012,"OKLAHOMA","JEFFERSON","NA","CHLOROTHALONIL",6,53
"6804",2012,"OKLAHOMA","JEFFERSON","NA","CHLORPYRIFOS",729,751
"6805",2012,"OKLAHOMA","JEFFERSON","NA","CLOTHIANIDIN",NA,7
"6806",2012,"OKLAHOMA","JEFFERSON","NA","IMIDACLOPRID",69,103
"6807",2012,"OKLAHOMA","JOHNSTON","65","CHLOROTHALONIL",20,24
"6808",2012,"OKLAHOMA","JOHNSTON","65","CHLORPYRIFOS",228,230
"6809",2012,"OKLAHOMA","JOHNSTON","65","CLOTHIANIDIN",NA,1
"6810",2012,"OKLAHOMA","JOHNSTON","65","IMIDACLOPRID",63,64
"6811",2012,"OKLAHOMA","LOVE","15","CHLOROTHALONIL",158,263
"6812",2012,"OKLAHOMA","LOVE","15","CHLORPYRIFOS",135,534
"6813",2012,"OKLAHOMA","LOVE","15","CLOTHIANIDIN",NA,6
"6814",2012,"OKLAHOMA","LOVE","15","IMIDACLOPRID",3,13
"6815",2012,"OKLAHOMA","MARSHALL","28","CHLOROTHALONIL",19,25
"6816",2012,"OKLAHOMA","MARSHALL","28","CHLORPYRIFOS",299,301
"6817",2012,"OKLAHOMA","MARSHALL","28","IMIDACLOPRID",52,60
"6818",2012,"OKLAHOMA","MURRAY","NA","CHLOROTHALONIL",0,6
"6819",2012,"OKLAHOMA","MURRAY","NA","CHLORPYRIFOS",512,516
"6820",2012,"OKLAHOMA","MURRAY","NA","CLOTHIANIDIN",NA,5
"6821",2012,"OKLAHOMA","MURRAY","NA","IMIDACLOPRID",44,47
"6822",2012,"OKLAHOMA","PONTOTOC","23","CHLOROTHALONIL",18,19
"6823",2012,"OKLAHOMA","PONTOTOC","23","CHLORPYRIFOS",334,336
"6824",2012,"OKLAHOMA","PONTOTOC","23","CLOTHIANIDIN",NA,2
"6825",2012,"OKLAHOMA","PONTOTOC","23","IMIDACLOPRID",108,109
"6826",2012,"OKLAHOMA","STEPHENS","28","CHLOROTHALONIL",95,95
"6827",2012,"OKLAHOMA","STEPHENS","28","CHLORPYRIFOS",1052,1053
"6828",2012,"OKLAHOMA","STEPHENS","28","CLOTHIANIDIN",NA,5
"6829",2012,"OKLAHOMA","STEPHENS","28","IMIDACLOPRID",17,42
"6830",2012,"OKLAHOMA","CHOCTAW","6","CHLOROTHALONIL",NA,0
"6831",2012,"OKLAHOMA","CHOCTAW","6","CHLORPYRIFOS",0,155
"6832",2012,"OKLAHOMA","CHOCTAW","6","CLOTHIANIDIN",25,25
"6833",2012,"OKLAHOMA","CHOCTAW","6","IMIDACLOPRID",4,10
"6834",2012,"OKLAHOMA","LATIMER","16","CHLORPYRIFOS",NA,9
"6835",2012,"OKLAHOMA","LATIMER","16","IMIDACLOPRID",NA,0
"6836",2012,"OKLAHOMA","LEFLORE","87","CHLOROTHALONIL",NA,0
"6837",2012,"OKLAHOMA","LEFLORE","87","CHLORPYRIFOS",2,531
"6838",2012,"OKLAHOMA","LEFLORE","87","CLOTHIANIDIN",21,21
"6839",2012,"OKLAHOMA","LEFLORE","87","IMIDACLOPRID",13,27
"6840",2012,"OKLAHOMA","MCCURTAIN","13","CHLOROTHALONIL",NA,6
"6841",2012,"OKLAHOMA","MCCURTAIN","13","CHLORPYRIFOS",1,432
"6842",2012,"OKLAHOMA","MCCURTAIN","13","CLOTHIANIDIN",83,83
"6843",2012,"OKLAHOMA","MCCURTAIN","13","IMIDACLOPRID",5,30
"6844",2012,"OKLAHOMA","PUSHMATAHA","7","CHLOROTHALONIL",NA,0
"6845",2012,"OKLAHOMA","PUSHMATAHA","7","CHLORPYRIFOS",NA,0
"6846",2012,"OKLAHOMA","PUSHMATAHA","7","IMIDACLOPRID",NA,0
"6847",2012,"OKLAHOMA","CADDO","18","CHLOROTHALONIL",2604,2604
"6848",2012,"OKLAHOMA","CADDO","18","CHLORPYRIFOS",689,5090
"6849",2012,"OKLAHOMA","CADDO","18","CLOTHIANIDIN",NA,80
"6850",2012,"OKLAHOMA","CADDO","18","IMIDACLOPRID",169,182
"6851",2012,"OKLAHOMA","COTTON","NA","CHLOROTHALONIL",318,318
"6852",2012,"OKLAHOMA","COTTON","NA","CHLORPYRIFOS",119,3583
"6853",2012,"OKLAHOMA","COTTON","NA","CLOTHIANIDIN",NA,1
"6854",2012,"OKLAHOMA","COTTON","NA","IMIDACLOPRID",133,135
"6855",2012,"OKLAHOMA","HARMON","NA","CHLOROTHALONIL",433,433
"6856",2012,"OKLAHOMA","HARMON","NA","CHLORPYRIFOS",271,2576
"6857",2012,"OKLAHOMA","HARMON","NA","CLOTHIANIDIN",NA,18
"6858",2012,"OKLAHOMA","HARMON","NA","IMIDACLOPRID",122,122
"6859",2012,"OKLAHOMA","JACKSON","3","CHLOROTHALONIL",53,53
"6860",2012,"OKLAHOMA","JACKSON","3","CHLORPYRIFOS",202,6388
"6861",2012,"OKLAHOMA","JACKSON","3","CLOTHIANIDIN",NA,2
"6862",2012,"OKLAHOMA","JACKSON","3","IMIDACLOPRID",245,258
"6863",2012,"OKLAHOMA","TILLMAN","444","CHLOROTHALONIL",245,245
"6864",2012,"OKLAHOMA","TILLMAN","444","CHLORPYRIFOS",677,5738
"6865",2012,"OKLAHOMA","TILLMAN","444","CLOTHIANIDIN",NA,40
"6866",2012,"OKLAHOMA","TILLMAN","444","IMIDACLOPRID",280,298
"6867",2012,"OKLAHOMA","BECKHAM","17","CHLOROTHALONIL",1925,1925
"6868",2012,"OKLAHOMA","BECKHAM","17","CHLORPYRIFOS",71,2164
"6869",2012,"OKLAHOMA","BECKHAM","17","CLOTHIANIDIN",6,7
"6870",2012,"OKLAHOMA","BECKHAM","17","IMIDACLOPRID",132,133
"6871",2012,"OKLAHOMA","BLAINE","NA","CHLOROTHALONIL",399,399
"6872",2012,"OKLAHOMA","BLAINE","NA","CHLORPYRIFOS",89,1613
"6873",2012,"OKLAHOMA","BLAINE","NA","CLOTHIANIDIN",18,20
"6874",2012,"OKLAHOMA","BLAINE","NA","IMIDACLOPRID",396,399
"6875",2012,"OKLAHOMA","CUSTER","22","CHLOROTHALONIL",2891,2891
"6876",2012,"OKLAHOMA","CUSTER","22","CHLORPYRIFOS",342,2139
"6877",2012,"OKLAHOMA","CUSTER","22","CLOTHIANIDIN",11,14
"6878",2012,"OKLAHOMA","CUSTER","22","IMIDACLOPRID",550,556
"6879",2012,"OKLAHOMA","DEWEY","12","CHLORPYRIFOS",68,675
"6880",2012,"OKLAHOMA","DEWEY","12","CLOTHIANIDIN",17,17
"6881",2012,"OKLAHOMA","DEWEY","12","IMIDACLOPRID",162,164
"6882",2012,"OKLAHOMA","WASHITA","12","CHLOROTHALONIL",356,356
"6883",2012,"OKLAHOMA","WASHITA","12","CHLORPYRIFOS",377,2434
"6884",2012,"OKLAHOMA","WASHITA","12","CLOTHIANIDIN",42,48
"6885",2012,"OKLAHOMA","WASHITA","12","IMIDACLOPRID",570,579
"6886",2007,"OKLAHOMA","CANADIAN","NA","CHLOROTHALONIL",3,3
"6887",2007,"OKLAHOMA","CANADIAN","NA","CHLORPYRIFOS",948,959
"6888",2007,"OKLAHOMA","CANADIAN","NA","CLOTHIANIDIN",4,4
"6889",2007,"OKLAHOMA","CANADIAN","NA","FIPRONIL",NA,2
"6890",2007,"OKLAHOMA","CANADIAN","NA","IMIDACLOPRID",NA,16
"6891",2007,"OKLAHOMA","CLEVELAND","533","CHLOROTHALONIL",4,4
"6892",2007,"OKLAHOMA","CLEVELAND","533","CHLORPYRIFOS",183,192
"6893",2007,"OKLAHOMA","CLEVELAND","533","CLOTHIANIDIN",2,2
"6894",2007,"OKLAHOMA","CLEVELAND","533","FIPRONIL",NA,1
"6895",2007,"OKLAHOMA","CLEVELAND","533","IMIDACLOPRID",NA,9
"6896",2007,"OKLAHOMA","CREEK","57","CHLOROTHALONIL",10,10
"6897",2007,"OKLAHOMA","CREEK","57","CHLORPYRIFOS",269,270
"6898",2007,"OKLAHOMA","CREEK","57","CLOTHIANIDIN",0,0
"6899",2007,"OKLAHOMA","CREEK","57","FIPRONIL",NA,0
"6900",2007,"OKLAHOMA","CREEK","57","IMIDACLOPRID",NA,2
"6901",2007,"OKLAHOMA","GRADY","71","CHLOROTHALONIL",101,101
"6902",2007,"OKLAHOMA","GRADY","71","CHLORPYRIFOS",1177,1219
"6903",2007,"OKLAHOMA","GRADY","71","CLOTHIANIDIN",15,15
"6904",2007,"OKLAHOMA","GRADY","71","FIPRONIL",NA,7
"6905",2007,"OKLAHOMA","GRADY","71","IMIDACLOPRID",NA,66
"6906",2007,"OKLAHOMA","KINGFISHER","10","CHLOROTHALONIL",2,2
"6907",2007,"OKLAHOMA","KINGFISHER","10","CHLORPYRIFOS",842,848
"6908",2007,"OKLAHOMA","KINGFISHER","10","CLOTHIANIDIN",3,3
"6909",2007,"OKLAHOMA","KINGFISHER","10","FIPRONIL",NA,1
"6910",2007,"OKLAHOMA","KINGFISHER","10","IMIDACLOPRID",NA,12
"6911",2007,"OKLAHOMA","LINCOLN","150","CHLOROTHALONIL",20,20
"6912",2007,"OKLAHOMA","LINCOLN","150","CHLORPYRIFOS",261,264
"6913",2007,"OKLAHOMA","LINCOLN","150","CLOTHIANIDIN",1,1
"6914",2007,"OKLAHOMA","LINCOLN","150","FIPRONIL",NA,0
"6915",2007,"OKLAHOMA","LINCOLN","150","IMIDACLOPRID",NA,4
"6916",2007,"OKLAHOMA","LOGAN","632","CHLOROTHALONIL",4,4
"6917",2007,"OKLAHOMA","LOGAN","632","CHLORPYRIFOS",242,245
"6918",2007,"OKLAHOMA","LOGAN","632","CLOTHIANIDIN",2,2
"6919",2007,"OKLAHOMA","LOGAN","632","FIPRONIL",NA,1
"6920",2007,"OKLAHOMA","LOGAN","632","IMIDACLOPRID",NA,6
"6921",2007,"OKLAHOMA","MCCLAIN","NA","CHLOROTHALONIL",18,18
"6922",2007,"OKLAHOMA","MCCLAIN","NA","CHLORPYRIFOS",507,526
"6923",2007,"OKLAHOMA","MCCLAIN","NA","CLOTHIANIDIN",6,6
"6924",2007,"OKLAHOMA","MCCLAIN","NA","FIPRONIL",NA,3
"6925",2007,"OKLAHOMA","MCCLAIN","NA","IMIDACLOPRID",NA,28
"6926",2007,"OKLAHOMA","OKFUSKEE","22","CHLOROTHALONIL",105,105
"6927",2007,"OKLAHOMA","OKFUSKEE","22","CHLORPYRIFOS",284,286
"6928",2007,"OKLAHOMA","OKFUSKEE","22","CLOTHIANIDIN",1,1
"6929",2007,"OKLAHOMA","OKFUSKEE","22","FIPRONIL",NA,0
"6930",2007,"OKLAHOMA","OKFUSKEE","22","IMIDACLOPRID",NA,3
"6931",2007,"OKLAHOMA","OKLAHOMA","250","CHLOROTHALONIL",36,36
"6932",2007,"OKLAHOMA","OKLAHOMA","250","CHLORPYRIFOS",304,310
"6933",2007,"OKLAHOMA","OKLAHOMA","250","CLOTHIANIDIN",1,1
"6934",2007,"OKLAHOMA","OKLAHOMA","250","FIPRONIL",NA,1
"6935",2007,"OKLAHOMA","OKLAHOMA","250","IMIDACLOPRID",NA,8
"6936",2007,"OKLAHOMA","PAYNE","134","CHLOROTHALONIL",11,11
"6937",2007,"OKLAHOMA","PAYNE","134","CHLORPYRIFOS",165,168
"6938",2007,"OKLAHOMA","PAYNE","134","CLOTHIANIDIN",1,1
"6939",2007,"OKLAHOMA","PAYNE","134","FIPRONIL",NA,0
"6940",2007,"OKLAHOMA","PAYNE","134","IMIDACLOPRID",NA,5
"6941",2007,"OKLAHOMA","POTTAWATOMIE","46","CHLOROTHALONIL",107,107
"6942",2007,"OKLAHOMA","POTTAWATOMIE","46","CHLORPYRIFOS",344,372
"6943",2007,"OKLAHOMA","POTTAWATOMIE","46","CLOTHIANIDIN",11,11
"6944",2007,"OKLAHOMA","POTTAWATOMIE","46","FIPRONIL",NA,5
"6945",2007,"OKLAHOMA","POTTAWATOMIE","46","IMIDACLOPRID",NA,45
"6946",2007,"OKLAHOMA","SEMINOLE","30","CHLOROTHALONIL",75,75
"6947",2007,"OKLAHOMA","SEMINOLE","30","CHLORPYRIFOS",147,150
"6948",2007,"OKLAHOMA","SEMINOLE","30","CLOTHIANIDIN",1,1
"6949",2007,"OKLAHOMA","SEMINOLE","30","FIPRONIL",NA,1
"6950",2007,"OKLAHOMA","SEMINOLE","30","IMIDACLOPRID",NA,5
"6951",2007,"OKLAHOMA","ADAIR","35","CHLOROTHALONIL",37,40
"6952",2007,"OKLAHOMA","ADAIR","35","CHLORPYRIFOS",8,14
"6953",2007,"OKLAHOMA","ADAIR","35","CLOTHIANIDIN",7,7
"6954",2007,"OKLAHOMA","ADAIR","35","IMIDACLOPRID",NA,14
"6955",2007,"OKLAHOMA","CHEROKEE","46","CHLOROTHALONIL",6,6
"6956",2007,"OKLAHOMA","CHEROKEE","46","CHLORPYRIFOS",13,54
"6957",2007,"OKLAHOMA","HASKELL","56","CHLOROTHALONIL",NA,0
"6958",2007,"OKLAHOMA","HASKELL","56","CHLORPYRIFOS",108,118
"6959",2007,"OKLAHOMA","HASKELL","56","CLOTHIANIDIN",12,12
"6960",2007,"OKLAHOMA","HASKELL","56","IMIDACLOPRID",NA,24
"6961",2007,"OKLAHOMA","HUGHES","NA","CHLOROTHALONIL",16,24
"6962",2007,"OKLAHOMA","HUGHES","NA","CHLORPYRIFOS",52,97
"6963",2007,"OKLAHOMA","HUGHES","NA","CLOTHIANIDIN",8,8
"6964",2007,"OKLAHOMA","HUGHES","NA","IMIDACLOPRID",4,20
"6965",2007,"OKLAHOMA","MCINTOSH","12","CHLOROTHALONIL",110,122
"6966",2007,"OKLAHOMA","MCINTOSH","12","CHLORPYRIFOS",23,66
"6967",2007,"OKLAHOMA","MCINTOSH","12","CLOTHIANIDIN",4,4
"6968",2007,"OKLAHOMA","MCINTOSH","12","IMIDACLOPRID",NA,9
"6969",2007,"OKLAHOMA","MUSKOGEE","23","CHLOROTHALONIL",71,85
"6970",2007,"OKLAHOMA","MUSKOGEE","23","CHLORPYRIFOS",77,168
"6971",2007,"OKLAHOMA","MUSKOGEE","23","CLOTHIANIDIN",69,69
"6972",2007,"OKLAHOMA","MUSKOGEE","23","IMIDACLOPRID",14,152
"6973",2007,"OKLAHOMA","OKMULGEE","14","CHLOROTHALONIL",20,25
"6974",2007,"OKLAHOMA","OKMULGEE","14","CHLORPYRIFOS",13,211
"6975",2007,"OKLAHOMA","OKMULGEE","14","CLOTHIANIDIN",20,20
"6976",2007,"OKLAHOMA","OKMULGEE","14","IMIDACLOPRID",NA,40
"6977",2007,"OKLAHOMA","PITTSBURG","91","CHLOROTHALONIL",22,23
"6978",2007,"OKLAHOMA","PITTSBURG","91","CHLORPYRIFOS",30,56
"6979",2007,"OKLAHOMA","PITTSBURG","91","CLOTHIANIDIN",7,7
"6980",2007,"OKLAHOMA","PITTSBURG","91","IMIDACLOPRID",NA,14
"6981",2007,"OKLAHOMA","SEQUOYAH","22","CHLORPYRIFOS",43,76
"6982",2007,"OKLAHOMA","SEQUOYAH","22","CLOTHIANIDIN",48,48
"6983",2007,"OKLAHOMA","SEQUOYAH","22","IMIDACLOPRID",NA,96
"6984",2007,"OKLAHOMA","ALFALFA","NA","CHLOROTHALONIL",6,6
"6985",2007,"OKLAHOMA","ALFALFA","NA","CHLORPYRIFOS",2014,2042
"6986",2007,"OKLAHOMA","ALFALFA","NA","CLOTHIANIDIN",1,1
"6987",2007,"OKLAHOMA","ALFALFA","NA","FIPRONIL",NA,2
"6988",2007,"OKLAHOMA","ALFALFA","NA","IMIDACLOPRID",NA,8
"6989",2007,"OKLAHOMA","ALFALFA","NA","THIACLOPRID",NA,1
"6990",2007,"OKLAHOMA","KAY","52","CHLOROTHALONIL",2,2
"6991",2007,"OKLAHOMA","KAY","52","CHLORPYRIFOS",1109,1168
"6992",2007,"OKLAHOMA","KAY","52","CLOTHIANIDIN",6,6
"6993",2007,"OKLAHOMA","KAY","52","FIPRONIL",NA,20
"6994",2007,"OKLAHOMA","KAY","52","IMIDACLOPRID",34,126
"6995",2007,"OKLAHOMA","KAY","52","THIACLOPRID",NA,2
"6996",2007,"OKLAHOMA","MAJOR","NA","CHLOROTHALONIL",8,172
"6997",2007,"OKLAHOMA","MAJOR","NA","CHLORPYRIFOS",855,861
"6998",2007,"OKLAHOMA","MAJOR","NA","CLOTHIANIDIN",1,1
"6999",2007,"OKLAHOMA","MAJOR","NA","FIPRONIL",NA,2
"7000",2007,"OKLAHOMA","MAJOR","NA","IMIDACLOPRID",NA,11
"7001",2007,"OKLAHOMA","MAJOR","NA","THIACLOPRID",NA,0
"7002",2007,"OKLAHOMA","NOBLE","24","CHLORPYRIFOS",559,574
"7003",2007,"OKLAHOMA","NOBLE","24","CLOTHIANIDIN",2,2
"7004",2007,"OKLAHOMA","NOBLE","24","FIPRONIL",NA,7
"7005",2007,"OKLAHOMA","NOBLE","24","IMIDACLOPRID",NA,32
"7006",2007,"OKLAHOMA","NOBLE","24","THIACLOPRID",NA,0
"7007",2007,"OKLAHOMA","WOODWARD","35","CHLOROTHALONIL",2,2
"7008",2007,"OKLAHOMA","WOODWARD","35","CHLORPYRIFOS",662,667
"7009",2007,"OKLAHOMA","WOODWARD","35","CLOTHIANIDIN",0,0
"7010",2007,"OKLAHOMA","WOODWARD","35","FIPRONIL",NA,1
"7011",2007,"OKLAHOMA","WOODWARD","35","IMIDACLOPRID",NA,3
"7012",2007,"OKLAHOMA","WOODWARD","35","THIACLOPRID",NA,0
"7013",2007,"OKLAHOMA","CRAIG","42","CHLORPYRIFOS",548,668
