"","year.x","state","state_fips.x","honey_producing_colonies","yield_per_colony","production","compound","low","high"
"370","2005","Pennsylvania",42,27,50,1350,"THIACLOPRID",NA,1360
"371","2005","South Carolina",45,4,70,280,"CHLOROTHALONIL",94676,101404
"372","2005","South Carolina",45,4,70,280,"CHLORPYRIFOS",NA,26210
"373","2005","South Carolina",45,4,70,280,"CLOTHIANIDIN",NA,101
"374","2005","South Carolina",45,4,70,280,"THIACLOPRID",35,35
"375","2005","South Dakota",46,215,70,15050,"CHLOROTHALONIL",NA,15009
"376","2005","South Dakota",46,215,70,15050,"CHLORPYRIFOS",NA,78823
"377","2005","South Dakota",46,215,70,15050,"CLOTHIANIDIN",NA,14636
"378","2005","South Dakota",46,215,70,15050,"FIPRONIL",NA,15995
"379","2005","South Dakota",46,215,70,15050,"IMIDACLOPRID",NA,2921
"380","2005","Tennessee",47,6,40,240,"CHLOROTHALONIL",NA,4774
"381","2005","Tennessee",47,6,40,240,"CHLORPYRIFOS",NA,41565
"382","2005","Tennessee",47,6,40,240,"CLOTHIANIDIN",NA,696
"383","2005","Tennessee",47,6,40,240,"FIPRONIL",NA,1375
"384","2005","Tennessee",47,6,40,240,"IMIDACLOPRID",NA,12631
"385","2005","Tennessee",47,6,40,240,"THIACLOPRID",13,13
"386","2005","Texas",48,140,67,9380,"CHLOROTHALONIL",NA,72222
"387","2005","Texas",48,140,67,9380,"CHLORPYRIFOS",NA,135931
"388","2005","Texas",48,140,67,9380,"CLOTHIANIDIN",NA,28126
"389","2005","Texas",48,140,67,9380,"FIPRONIL",NA,8305
"390","2005","Texas",48,140,67,9380,"IMIDACLOPRID",NA,11741
"391","2005","Utah",49,25,57,1425,"CHLOROTHALONIL",1541,1541
"392","2005","Utah",49,25,57,1425,"CHLORPYRIFOS",15880,43387
"393","2005","Utah",49,25,57,1425,"CLOTHIANIDIN",75,75
"394","2005","Utah",49,25,57,1425,"IMIDACLOPRID",NA,23
"395","2005","Vermont",50,7,83,581,"CHLOROTHALONIL",957,1002
"396","2005","Vermont",50,7,83,581,"CHLORPYRIFOS",2050,2143
"397","2005","Vermont",50,7,83,581,"CLOTHIANIDIN",36,36
"398","2005","Vermont",50,7,83,581,"IMIDACLOPRID",932,935
"399","2005","Vermont",50,7,83,581,"THIACLOPRID",NA,101
"400","2005","Virginia",51,6,37,222,"CHLOROTHALONIL",25558,26711
"401","2005","Virginia",51,6,37,222,"CHLORPYRIFOS",NA,30476
"402","2005","Virginia",51,6,37,222,"CLOTHIANIDIN",NA,1038
"403","2005","Virginia",51,6,37,222,"IMIDACLOPRID",NA,1389
"404","2005","Virginia",51,6,37,222,"THIACLOPRID",NA,21
"405","2005","Washington",53,58,56,3248,"CHLOROTHALONIL",NA,94635
"406","2005","Washington",53,58,56,3248,"CHLORPYRIFOS",NA,166447
"407","2005","Washington",53,58,56,3248,"CLOTHIANIDIN",NA,3392
"408","2005","Washington",53,58,56,3248,"IMIDACLOPRID",NA,5272
"409","2005","Washington",53,58,56,3248,"THIACLOPRID",NA,1433
"410","2005","West Virginia",54,8,47,376,"CHLOROTHALONIL",3665,3665
"411","2005","West Virginia",54,8,47,376,"CHLORPYRIFOS",6497,7929
"412","2005","West Virginia",54,8,47,376,"CLOTHIANIDIN",48,48
"413","2005","West Virginia",54,8,47,376,"IMIDACLOPRID",NA,128
"414","2005","West Virginia",54,8,47,376,"THIACLOPRID",NA,153
"415","2005","Wisconsin",55,74,77,5698,"CHLOROTHALONIL",NA,155931
"416","2005","Wisconsin",55,74,77,5698,"CHLORPYRIFOS",NA,122794
"417","2005","Wisconsin",55,74,77,5698,"CLOTHIANIDIN",NA,8213
"418","2005","Wisconsin",55,74,77,5698,"FIPRONIL",NA,6552
"419","2005","Wisconsin",55,74,77,5698,"IMIDACLOPRID",NA,4765
"420","2005","Wyoming",56,39,81,3159,"CHLOROTHALONIL",NA,5027
"421","2005","Wyoming",56,39,81,3159,"CHLORPYRIFOS",NA,11065
"422","2005","Wyoming",56,39,81,3159,"CLOTHIANIDIN",NA,181
"423","2005","Wyoming",56,39,81,3159,"FIPRONIL",NA,130
"424","2005","Wyoming",56,39,81,3159,"IMIDACLOPRID",NA,97
"425","2006","Alabama",1,12,87,1044,"CHLOROTHALONIL",273411,300226
"426","2006","Alabama",1,12,87,1044,"CHLORPYRIFOS",6982,18605
"427","2006","Alabama",1,12,87,1044,"CLOTHIANIDIN",NA,681
"428","2006","Alabama",1,12,87,1044,"IMIDACLOPRID",NA,4232
"429","2006","Arizona",4,32,55,1760,"CHLOROTHALONIL",NA,12266
"430","2006","Arizona",4,32,55,1760,"CHLORPYRIFOS",53192,53759
"431","2006","Arizona",4,32,55,1760,"CLOTHIANIDIN",48,48
"432","2006","Arizona",4,32,55,1760,"IMIDACLOPRID",NA,9659
"433","2006","Arkansas",5,40,57,2280,"CHLOROTHALONIL",NA,22254
"434","2006","Arkansas",5,40,57,2280,"CHLORPYRIFOS",NA,24633
"435","2006","Arkansas",5,40,57,2280,"CLOTHIANIDIN",NA,1519
"436","2006","Arkansas",5,40,57,2280,"FIPRONIL",NA,1100
"437","2006","Arkansas",5,40,57,2280,"IMIDACLOPRID",NA,7037
"438","2006","California",6,390,45,17550,"CHLOROTHALONIL",332066,332066
"439","2006","California",6,390,45,17550,"CHLORPYRIFOS",868205,868205
"440","2006","California",6,390,45,17550,"IMIDACLOPRID",45519,45519
"441","2006","California",6,390,45,17550,"THIACLOPRID",40,40
"442","2006","Colorado",8,23,80,1840,"CHLOROTHALONIL",NA,27655
"443","2006","Colorado",8,23,80,1840,"CHLORPYRIFOS",NA,77650
"444","2006","Colorado",8,23,80,1840,"CLOTHIANIDIN",3166,3166
"445","2006","Colorado",8,23,80,1840,"FIPRONIL",NA,434
"446","2006","Colorado",8,23,80,1840,"IMIDACLOPRID",NA,880
"447","2006","Florida",12,205,98,20090,"CHLOROTHALONIL",661340,678303
"448","2006","Florida",12,205,98,20090,"CHLORPYRIFOS",NA,110982
"449","2006","Florida",12,205,98,20090,"CLOTHIANIDIN",85,85
"450","2006","Florida",12,205,98,20090,"IMIDACLOPRID",NA,20594
"451","2006","Georgia",13,63,49,3087,"CHLOROTHALONIL",NA,1034065
"452","2006","Georgia",13,63,49,3087,"CHLORPYRIFOS",NA,144887
"453","2006","Georgia",13,63,49,3087,"CLOTHIANIDIN",NA,1154
"454","2006","Georgia",13,63,49,3087,"IMIDACLOPRID",NA,11053
"455","2006","Georgia",13,63,49,3087,"THIACLOPRID",38,38
"456","2006","Idaho",16,100,63,6300,"CHLOROTHALONIL",71678,71678
"457","2006","Idaho",16,100,63,6300,"CHLORPYRIFOS",NA,24092
"458","2006","Idaho",16,100,63,6300,"CLOTHIANIDIN",NA,1187
"459","2006","Idaho",16,100,63,6300,"IMIDACLOPRID",5474,5474
"460","2006","Idaho",16,100,63,6300,"THIACLOPRID",1,1
"461","2006","Illinois",17,7,55,385,"CHLOROTHALONIL",NA,19477
"462","2006","Illinois",17,7,55,385,"CHLORPYRIFOS",NA,214905
"463","2006","Illinois",17,7,55,385,"CLOTHIANIDIN",39371,39371
"464","2006","Illinois",17,7,55,385,"FIPRONIL",NA,3882
"465","2006","Illinois",17,7,55,385,"IMIDACLOPRID",NA,2545
"466","2006","Illinois",17,7,55,385,"THIACLOPRID",NA,61
"467","2006","Indiana",18,7,59,413,"CHLOROTHALONIL",NA,48170
"468","2006","Indiana",18,7,59,413,"CHLORPYRIFOS",NA,106302
"469","2006","Indiana",18,7,59,413,"CLOTHIANIDIN",28211,28211
"470","2006","Indiana",18,7,59,413,"FIPRONIL",NA,3465
"471","2006","Indiana",18,7,59,413,"IMIDACLOPRID",NA,4296
"472","2006","Indiana",18,7,59,413,"THIACLOPRID",NA,49
"473","2006","Iowa",19,35,67,2345,"CHLOROTHALONIL",NA,35687
"474","2006","Iowa",19,35,67,2345,"CHLORPYRIFOS",114994,147353
"475","2006","Iowa",19,35,67,2345,"CLOTHIANIDIN",48968,48968
"476","2006","Iowa",19,35,67,2345,"FIPRONIL",NA,5591
"477","2006","Iowa",19,35,67,2345,"IMIDACLOPRID",NA,4210
"478","2006","Kansas",20,14,80,1120,"CHLOROTHALONIL",NA,1487
"479","2006","Kansas",20,14,80,1120,"CHLORPYRIFOS",NA,93904
"480","2006","Kansas",20,14,80,1120,"CLOTHIANIDIN",12961,12961
"481","2006","Kansas",20,14,80,1120,"FIPRONIL",NA,3393
"482","2006","Kansas",20,14,80,1120,"IMIDACLOPRID",NA,3963
"483","2006","Kentucky",21,5,56,280,"CHLOROTHALONIL",NA,7295
"484","2006","Kentucky",21,5,56,280,"CHLORPYRIFOS",NA,30124
"485","2006","Kentucky",21,5,56,280,"CLOTHIANIDIN",3651,3651
"486","2006","Kentucky",21,5,56,280,"FIPRONIL",NA,743
"487","2006","Kentucky",21,5,56,280,"IMIDACLOPRID",NA,4676
"488","2006","Kentucky",21,5,56,280,"THIACLOPRID",1,1
"489","2006","Louisiana",22,35,98,3430,"CHLOROTHALONIL",NA,4107
"490","2006","Louisiana",22,35,98,3430,"CHLORPYRIFOS",NA,44928
"491","2006","Louisiana",22,35,98,3430,"CLOTHIANIDIN",NA,1910
"492","2006","Louisiana",22,35,98,3430,"FIPRONIL",NA,5173
"493","2006","Louisiana",22,35,98,3430,"IMIDACLOPRID",NA,4997
"494","2006","Maine",23,7,31,217,"CHLOROTHALONIL",124983,126940
"495","2006","Maine",23,7,31,217,"CHLORPYRIFOS",1700,1992
"496","2006","Maine",23,7,31,217,"IMIDACLOPRID",2592,2594
"497","2006","Michigan",26,65,67,4355,"CHLOROTHALONIL",NA,350832
"498","2006","Michigan",26,65,67,4355,"CHLORPYRIFOS",NA,76635
"499","2006","Michigan",26,65,67,4355,"CLOTHIANIDIN",NA,8628
"500","2006","Michigan",26,65,67,4355,"FIPRONIL",NA,1593
"501","2006","Michigan",26,65,67,4355,"IMIDACLOPRID",NA,6426
"502","2006","Michigan",26,65,67,4355,"THIACLOPRID",NA,1251
"503","2006","Minnesota",27,135,75,10125,"CHLOROTHALONIL",NA,131829
"504","2006","Minnesota",27,135,75,10125,"CHLORPYRIFOS",364447,403255
"505","2006","Minnesota",27,135,75,10125,"CLOTHIANIDIN",21233,21233
"506","2006","Minnesota",27,135,75,10125,"FIPRONIL",NA,4809
"507","2006","Minnesota",27,135,75,10125,"IMIDACLOPRID",NA,3571
"508","2006","Mississippi",28,18,65,1170,"CHLOROTHALONIL",NA,20430
"509","2006","Mississippi",28,18,65,1170,"CHLORPYRIFOS",NA,49982
"510","2006","Mississippi",28,18,65,1170,"CLOTHIANIDIN",NA,1553
"511","2006","Mississippi",28,18,65,1170,"FIPRONIL",NA,6343
"512","2006","Mississippi",28,18,65,1170,"IMIDACLOPRID",NA,5325
"513","2006","Missouri",29,16,41,656,"CHLOROTHALONIL",NA,21304
"514","2006","Missouri",29,16,41,656,"CHLORPYRIFOS",NA,75879
"515","2006","Missouri",29,16,41,656,"CLOTHIANIDIN",NA,12276
"516","2006","Missouri",29,16,41,656,"FIPRONIL",NA,2111
"517","2006","Missouri",29,16,41,656,"IMIDACLOPRID",NA,2711
"518","2006","Missouri",29,16,41,656,"THIACLOPRID",NA,18
"519","2006","Montana",30,140,77,10780,"CHLOROTHALONIL",NA,4565
"520","2006","Montana",30,140,77,10780,"CHLORPYRIFOS",NA,35649
"521","2006","Montana",30,140,77,10780,"CLOTHIANIDIN",16,16
"522","2006","Montana",30,140,77,10780,"FIPRONIL",NA,6
"523","2006","Montana",30,140,77,10780,"IMIDACLOPRID",NA,293
"524","2006","Nebraska",31,51,89,4539,"CHLOROTHALONIL",NA,34382
"525","2006","Nebraska",31,51,89,4539,"CHLORPYRIFOS",NA,89664
"526","2006","Nebraska",31,51,89,4539,"CLOTHIANIDIN",22744,22744
"527","2006","Nebraska",31,51,89,4539,"FIPRONIL",NA,12919
"528","2006","Nebraska",31,51,89,4539,"IMIDACLOPRID",NA,2761
"529","2006","Nevada",32,14,55,770,"CHLOROTHALONIL",1518,1518
"530","2006","Nevada",32,14,55,770,"CHLORPYRIFOS",NA,2716
"531","2006","Nevada",32,14,55,770,"CLOTHIANIDIN",20,20
"532","2006","Nevada",32,14,55,770,"IMIDACLOPRID",NA,35
"533","2006","New Jersey",34,12,27,324,"CHLOROTHALONIL",35531,36253
"534","2006","New Jersey",34,12,27,324,"CHLORPYRIFOS",10985,11360
"535","2006","New Jersey",34,12,27,324,"CLOTHIANIDIN",524,524
"536","2006","New Jersey",34,12,27,324,"IMIDACLOPRID",347,383
"537","2006","New Jersey",34,12,27,324,"THIACLOPRID",46,46
"538","2006","New Mexico",35,8,44,352,"CHLOROTHALONIL",NA,9793
"539","2006","New Mexico",35,8,44,352,"CHLORPYRIFOS",15512,28866
"540","2006","New Mexico",35,8,44,352,"CLOTHIANIDIN",221,221
"541","2006","New Mexico",35,8,44,352,"FIPRONIL",NA,112
"542","2006","New Mexico",35,8,44,352,"IMIDACLOPRID",NA,3586
"543","2006","New York",36,64,67,4288,"CHLOROTHALONIL",NA,139227
"544","2006","New York",36,64,67,4288,"CHLORPYRIFOS",NA,174206
"545","2006","New York",36,64,67,4288,"CLOTHIANIDIN",1415,1415
"546","2006","New York",36,64,67,4288,"IMIDACLOPRID",2110,2177
"547","2006","New York",36,64,67,4288,"THIACLOPRID",NA,1329
"548","2006","North Carolina",37,9,40,360,"CHLOROTHALONIL",85245,89539
"549","2006","North Carolina",37,9,40,360,"CHLORPYRIFOS",68476,109666
"550","2006","North Carolina",37,9,40,360,"CLOTHIANIDIN",NA,4393
"551","2006","North Carolina",37,9,40,360,"IMIDACLOPRID",NA,7366
"552","2006","North Carolina",37,9,40,360,"THIACLOPRID",NA,439
"553","2006","North Dakota",38,390,78,30420,"CHLOROTHALONIL",NA,161893
"554","2006","North Dakota",38,390,78,30420,"CHLORPYRIFOS",NA,340937
"555","2006","North Dakota",38,390,78,30420,"CLOTHIANIDIN",NA,2361
"556","2006","North Dakota",38,390,78,30420,"FIPRONIL",NA,632
"557","2006","North Dakota",38,390,78,30420,"IMIDACLOPRID",NA,7021
"558","2006","Ohio",39,16,58,928,"CHLOROTHALONIL",19299,23096
"559","2006","Ohio",39,16,58,928,"CHLORPYRIFOS",NA,117499
"560","2006","Ohio",39,16,58,928,"CLOTHIANIDIN",9697,9697
"561","2006","Ohio",39,16,58,928,"FIPRONIL",NA,2739
"562","2006","Ohio",39,16,58,928,"IMIDACLOPRID",NA,3593
"563","2006","Ohio",39,16,58,928,"THIACLOPRID",NA,74
"564","2006","Oregon",41,42,54,2268,"CHLOROTHALONIL",46486,53664
"565","2006","Oregon",41,42,54,2268,"CHLORPYRIFOS",NA,41229
"566","2006","Oregon",41,42,54,2268,"CLOTHIANIDIN",NA,542
"567","2006","Oregon",41,42,54,2268,"IMIDACLOPRID",NA,472
"568","2006","Oregon",41,42,54,2268,"THIACLOPRID",NA,567
"569","2006","Pennsylvania",42,30,54,1620,"CHLOROTHALONIL",NA,62472
"570","2006","Pennsylvania",42,30,54,1620,"CHLORPYRIFOS",84692,92190
"571","2006","Pennsylvania",42,30,54,1620,"CLOTHIANIDIN",NA,6849
"572","2006","Pennsylvania",42,30,54,1620,"IMIDACLOPRID",NA,2112
"573","2006","Pennsylvania",42,30,54,1620,"THIACLOPRID",NA,2557
"574","2006","South Dakota",46,215,105,22575,"CHLOROTHALONIL",NA,7570
"575","2006","South Dakota",46,215,105,22575,"CHLORPYRIFOS",NA,111198
"576","2006","South Dakota",46,215,105,22575,"CLOTHIANIDIN",NA,9658
"577","2006","South Dakota",46,215,105,22575,"FIPRONIL",NA,1261
"578","2006","South Dakota",46,215,105,22575,"IMIDACLOPRID",NA,2414
"579","2006","Tennessee",47,6,54,324,"CHLOROTHALONIL",NA,5663
"580","2006","Tennessee",47,6,54,324,"CHLORPYRIFOS",NA,15337
"581","2006","Tennessee",47,6,54,324,"CLOTHIANIDIN",NA,1644
"582","2006","Tennessee",47,6,54,324,"IMIDACLOPRID",NA,5416
"583","2006","Tennessee",47,6,54,324,"THIACLOPRID",32,32
"584","2006","Texas",48,116,76,8816,"CHLOROTHALONIL",NA,55527
"585","2006","Texas",48,116,76,8816,"CHLORPYRIFOS",NA,131165
"586","2006","Texas",48,116,76,8816,"CLOTHIANIDIN",NA,9882
"587","2006","Texas",48,116,76,8816,"FIPRONIL",NA,1499
"588","2006","Texas",48,116,76,8816,"IMIDACLOPRID",NA,19835
"589","2006","Utah",49,23,70,1610,"CHLOROTHALONIL",837,842
"590","2006","Utah",49,23,70,1610,"CHLORPYRIFOS",NA,16316
"591","2006","Utah",49,23,70,1610,"CLOTHIANIDIN",49,49
"592","2006","Utah",49,23,70,1610,"IMIDACLOPRID",NA,10
"593","2006","Vermont",50,6,68,408,"CHLOROTHALONIL",1154,1146
"594","2006","Vermont",50,6,68,408,"CHLORPYRIFOS",4524,5374
"595","2006","Vermont",50,6,68,408,"CLOTHIANIDIN",395,395
"596","2006","Vermont",50,6,68,408,"IMIDACLOPRID",43,49
"597","2006","Vermont",50,6,68,408,"THIACLOPRID",170,170
"598","2006","Virginia",51,7,38,266,"CHLOROTHALONIL",NA,25534
"599","2006","Virginia",51,7,38,266,"CHLORPYRIFOS",NA,33880
"600","2006","Virginia",51,7,38,266,"CLOTHIANIDIN",NA,2833
"601","2006","Virginia",51,7,38,266,"IMIDACLOPRID",NA,3123
"602","2006","Virginia",51,7,38,266,"THIACLOPRID",NA,60
"603","2006","Washington",53,56,63,3528,"CHLOROTHALONIL",NA,123720
"604","2006","Washington",53,56,63,3528,"CHLORPYRIFOS",NA,177326
"605","2006","Washington",53,56,63,3528,"CLOTHIANIDIN",NA,386
"606","2006","Washington",53,56,63,3528,"IMIDACLOPRID",NA,3188
"607","2006","Washington",53,56,63,3528,"THIACLOPRID",NA,2202
"608","2006","West Virginia",54,9,55,495,"CHLOROTHALONIL",NA,3048
"609","2006","West Virginia",54,9,55,495,"CHLORPYRIFOS",5274,5323
"610","2006","West Virginia",54,9,55,495,"CLOTHIANIDIN",172,172
"611","2006","West Virginia",54,9,55,495,"IMIDACLOPRID",76,152
"612","2006","West Virginia",54,9,55,495,"THIACLOPRID",NA,19
"613","2006","Wisconsin",55,68,86,5848,"CHLOROTHALONIL",NA,157831
"614","2006","Wisconsin",55,68,86,5848,"CHLORPYRIFOS",NA,61077
"615","2006","Wisconsin",55,68,86,5848,"CLOTHIANIDIN",8452,8452
"616","2006","Wisconsin",55,68,86,5848,"FIPRONIL",NA,4748
"617","2006","Wisconsin",55,68,86,5848,"IMIDACLOPRID",NA,4310
"618","2006","Wyoming",56,39,75,2925,"CHLOROTHALONIL",2530,2530
"619","2006","Wyoming",56,39,75,2925,"CHLORPYRIFOS",NA,32269
"620","2006","Wyoming",56,39,75,2925,"CLOTHIANIDIN",NA,219
"621","2006","Wyoming",56,39,75,2925,"FIPRONIL",NA,22
"622","2006","Wyoming",56,39,75,2925,"IMIDACLOPRID",NA,32
"623","2007","Alabama",1,13,66,858,"CHLOROTHALONIL",262004,269989
"624","2007","Alabama",1,13,66,858,"CHLORPYRIFOS",7685,31688
"625","2007","Alabama",1,13,66,858,"CLOTHIANIDIN",NA,7694
"626","2007","Alabama",1,13,66,858,"IMIDACLOPRID",NA,3256
"627","2007","Arizona",4,36,50,1800,"CHLOROTHALONIL",3044,8410
"628","2007","Arizona",4,36,50,1800,"CHLORPYRIFOS",8528,10019
"629","2007","Arizona",4,36,50,1800,"CLOTHIANIDIN",48,48
"630","2007","Arizona",4,36,50,1800,"IMIDACLOPRID",NA,9040
"631","2007","Arkansas",5,36,69,2484,"CHLOROTHALONIL",NA,2647
"632","2007","Arkansas",5,36,69,2484,"CHLORPYRIFOS",NA,48186
"633","2007","Arkansas",5,36,69,2484,"CLOTHIANIDIN",NA,206
"634","2007","Arkansas",5,36,69,2484,"IMIDACLOPRID",NA,12748
"635","2007","California",6,400,75,30000,"CHLOROTHALONIL",292144,292144
"636","2007","California",6,400,75,30000,"CHLORPYRIFOS",651243,651243
"637","2007","California",6,400,75,30000,"CLOTHIANIDIN",1,1
"638","2007","California",6,400,75,30000,"IMIDACLOPRID",112186,112186
"639","2007","California",6,400,75,30000,"THIACLOPRID",29,29
"640","2007","Colorado",8,28,70,1960,"CHLOROTHALONIL",NA,26686
"641","2007","Colorado",8,28,70,1960,"CHLORPYRIFOS",NA,31389
"642","2007","Colorado",8,28,70,1960,"CLOTHIANIDIN",2225,2225
"643","2007","Colorado",8,28,70,1960,"FIPRONIL",NA,344
"644","2007","Colorado",8,28,70,1960,"IMIDACLOPRID",NA,1790
"645","2007","Florida",12,160,86,13760,"CHLOROTHALONIL",593642,593840
"646","2007","Florida",12,160,86,13760,"CHLORPYRIFOS",NA,230631
"647","2007","Florida",12,160,86,13760,"CLOTHIANIDIN",84,84
"648","2007","Florida",12,160,86,13760,"IMIDACLOPRID",NA,42581
"649","2007","Georgia",13,59,49,2891,"CHLOROTHALONIL",NA,781631
"650","2007","Georgia",13,59,49,2891,"CHLORPYRIFOS",NA,151680
"651","2007","Georgia",13,59,49,2891,"CLOTHIANIDIN",NA,3730
"652","2007","Georgia",13,59,49,2891,"IMIDACLOPRID",NA,5572
"653","2007","Idaho",16,95,37,3515,"CHLOROTHALONIL",49360,49360
"654","2007","Idaho",16,95,37,3515,"CHLORPYRIFOS",NA,32793
"655","2007","Idaho",16,95,37,3515,"CLOTHIANIDIN",NA,59
"656","2007","Idaho",16,95,37,3515,"IMIDACLOPRID",9556,9557
"657","2007","Idaho",16,95,37,3515,"THIACLOPRID",16,16
"658","2007","Illinois",17,8,85,680,"CHLOROTHALONIL",NA,243464
"659","2007","Illinois",17,8,85,680,"CHLORPYRIFOS",NA,221742
"660","2007","Illinois",17,8,85,680,"CLOTHIANIDIN",59763,59763
"661","2007","Illinois",17,8,85,680,"FIPRONIL",NA,2111
"662","2007","Illinois",17,8,85,680,"IMIDACLOPRID",NA,6558
"663","2007","Indiana",18,8,64,512,"CHLOROTHALONIL",NA,102982
"664","2007","Indiana",18,8,64,512,"CHLORPYRIFOS",NA,165170
"665","2007","Indiana",18,8,64,512,"CLOTHIANIDIN",45214,45214
"666","2007","Indiana",18,8,64,512,"FIPRONIL",NA,3587
"667","2007","Indiana",18,8,64,512,"IMIDACLOPRID",NA,7095
"668","2007","Indiana",18,8,64,512,"THIACLOPRID",9,9
"669","2007","Iowa",19,28,88,2464,"CHLOROTHALONIL",NA,466245
"670","2007","Iowa",19,28,88,2464,"CHLORPYRIFOS",436832,474900
"671","2007","Iowa",19,28,88,2464,"CLOTHIANIDIN",55859,55859
"672","2007","Iowa",19,28,88,2464,"FIPRONIL",NA,10032
"673","2007","Iowa",19,28,88,2464,"IMIDACLOPRID",NA,6063
"674","2007","Kansas",20,16,50,800,"CHLOROTHALONIL",NA,4741
"675","2007","Kansas",20,16,50,800,"CHLORPYRIFOS",NA,81291
"676","2007","Kansas",20,16,50,800,"CLOTHIANIDIN",20032,20032
"677","2007","Kansas",20,16,50,800,"FIPRONIL",NA,2848
"678","2007","Kansas",20,16,50,800,"IMIDACLOPRID",NA,1148
"679","2007","Kansas",20,16,50,800,"THIACLOPRID",NA,230
"680","2007","Kentucky",21,5,50,250,"CHLOROTHALONIL",NA,10619
"681","2007","Kentucky",21,5,50,250,"CHLORPYRIFOS",NA,19733
"682","2007","Kentucky",21,5,50,250,"CLOTHIANIDIN",NA,9670
"683","2007","Kentucky",21,5,50,250,"FIPRONIL",NA,3751
"684","2007","Kentucky",21,5,50,250,"IMIDACLOPRID",2286,2652
"685","2007","Louisiana",22,35,97,3395,"CHLOROTHALONIL",3129,3122
"686","2007","Louisiana",22,35,97,3395,"CHLORPYRIFOS",NA,49905
"687","2007","Louisiana",22,35,97,3395,"CLOTHIANIDIN",NA,726
"688","2007","Louisiana",22,35,97,3395,"IMIDACLOPRID",NA,3940
"689","2007","Maine",23,8,26,208,"CHLOROTHALONIL",106420,107847
"690","2007","Maine",23,8,26,208,"CHLORPYRIFOS",1196,1196
"691","2007","Maine",23,8,26,208,"IMIDACLOPRID",2034,2030
"692","2007","Michigan",26,65,68,4420,"CHLOROTHALONIL",NA,329567
"693","2007","Michigan",26,65,68,4420,"CHLORPYRIFOS",NA,77475
"694","2007","Michigan",26,65,68,4420,"CLOTHIANIDIN",NA,14722
"695","2007","Michigan",26,65,68,4420,"FIPRONIL",NA,730
"696","2007","Michigan",26,65,68,4420,"IMIDACLOPRID",NA,3857
"697","2007","Michigan",26,65,68,4420,"THIACLOPRID",NA,1854
"698","2007","Minnesota",27,120,74,8880,"CHLOROTHALONIL",NA,132983
"699","2007","Minnesota",27,120,74,8880,"CHLORPYRIFOS",NA,321817
"700","2007","Minnesota",27,120,74,8880,"CLOTHIANIDIN",28183,28183
"701","2007","Minnesota",27,120,74,8880,"FIPRONIL",NA,15246
"702","2007","Minnesota",27,120,74,8880,"IMIDACLOPRID",NA,5187
"703","2007","Mississippi",28,16,80,1280,"CHLOROTHALONIL",27850,27823
"704","2007","Mississippi",28,16,80,1280,"CHLORPYRIFOS",NA,19387
"705","2007","Mississippi",28,16,80,1280,"CLOTHIANIDIN",NA,252
"706","2007","Mississippi",28,16,80,1280,"IMIDACLOPRID",NA,5698
"707","2007","Missouri",29,15,50,750,"CHLOROTHALONIL",NA,69104
"708","2007","Missouri",29,15,50,750,"CHLORPYRIFOS",NA,61248
"709","2007","Missouri",29,15,50,750,"CLOTHIANIDIN",NA,23365
"710","2007","Missouri",29,15,50,750,"FIPRONIL",NA,1433
"711","2007","Missouri",29,15,50,750,"IMIDACLOPRID",NA,7944
"712","2007","Montana",30,130,67,8710,"CHLOROTHALONIL",NA,14139
"713","2007","Montana",30,130,67,8710,"CHLORPYRIFOS",NA,51504
"714","2007","Montana",30,130,67,8710,"CLOTHIANIDIN",97,96
"715","2007","Montana",30,130,67,8710,"FIPRONIL",NA,27
"716","2007","Montana",30,130,67,8710,"IMIDACLOPRID",NA,148
"717","2007","Nebraska",31,40,68,2720,"CHLOROTHALONIL",NA,70111
"718","2007","Nebraska",31,40,68,2720,"CHLORPYRIFOS",NA,84421
"719","2007","Nebraska",31,40,68,2720,"CLOTHIANIDIN",31005,31005
"720","2007","Nebraska",31,40,68,2720,"FIPRONIL",NA,6855
"721","2007","Nebraska",31,40,68,2720,"IMIDACLOPRID",NA,3885
"722","2007","Nevada",32,12,46,552,"CHLOROTHALONIL",883,883
"723","2007","Nevada",32,12,46,552,"CHLORPYRIFOS",NA,3686
"724","2007","Nevada",32,12,46,552,"CLOTHIANIDIN",1,1
"725","2007","Nevada",32,12,46,552,"IMIDACLOPRID",NA,90
"726","2007","New Jersey",34,12,32,384,"CHLOROTHALONIL",20733,22103
"727","2007","New Jersey",34,12,32,384,"CHLORPYRIFOS",NA,6175
"728","2007","New Jersey",34,12,32,384,"CLOTHIANIDIN",490,490
"729","2007","New Jersey",34,12,32,384,"IMIDACLOPRID",NA,584
"730","2007","New Jersey",34,12,32,384,"THIACLOPRID",8,8
"731","2007","New Mexico",35,7,49,343,"CHLOROTHALONIL",NA,10611
"732","2007","New Mexico",35,7,49,343,"CHLORPYRIFOS",NA,29193
"733","2007","New Mexico",35,7,49,343,"CLOTHIANIDIN",476,476
"734","2007","New Mexico",35,7,49,343,"FIPRONIL",NA,97
"735","2007","New Mexico",35,7,49,343,"IMIDACLOPRID",NA,3232
"736","2007","New York",36,60,73,4380,"CHLOROTHALONIL",118555,120600
"737","2007","New York",36,60,73,4380,"CHLORPYRIFOS",NA,40203
"738","2007","New York",36,60,73,4380,"CLOTHIANIDIN",5399,5399
"739","2007","New York",36,60,73,4380,"IMIDACLOPRID",NA,2051
"740","2007","New York",36,60,73,4380,"THIACLOPRID",NA,1161
